year,mileage,tax,mpg,engineSize,price
2015,43193,30,65.7,2,14995
2017,22379,125,52.3,1.4,16500
2014,36223,235,44.8,3,18498
2016,39293,30,62.8,2,14998
2018,13512,145,50.4,3,33498
2015,61194,0,67.3,1,9698
2017,58670,0,74.3,2,14849
2016,36951,0,67.3,1,10994
2014,34250,30,55.4,1.4,10202
2016,32811,0,74.3,2,15495
2017,31842,125,58.9,2,22695
2016,22373,30,55.4,1.4,11695
2017,34617,30,60.1,2,17495
2015,48065,145,55.4,2,14495
2017,26752,145,64.2,2,17795
2018,12300,145,52.3,1.4,18695
2016,24000,30,61.4,2,20000
2015,61410,30,62.8,2,13998
2015,57290,30,61.4,2,17498
2017,18045,145,55.4,1,16495
2017,13542,20,72.4,1.6,15498
2016,38678,235,42.2,3,29998
2017,19608,145,62.8,2,21498
2019,8849,145,47.1,2,29695
2015,13854,30,55.4,1.4,10995
2017,37131,0,67.3,1,10495
2014,60484,30,64.2,2,14998
2015,71253,160,49.6,3,16998
2016,32968,160,50.4,2,18998
2015,53372,20,60.1,1.4,11698
2017,24222,145,53.3,1.4,14898
2015,36081,145,55.4,2,12698
2018,11487,145,42.2,2,24498
2013,52765,200,47.9,2,11998
2019,2065,145,46.3,1.5,20350
2018,8026,145,47.1,1,17950
2018,31500,145,55.4,1.5,18300
2019,3481,150,33.2,2,31888
2018,31348,150,51.4,1.4,18288
2016,27370,30,64.2,2,15498
2017,15175,145,61.4,2,22500
2018,11347,150,52.3,1.4,22988
2017,24387,150,49.6,1.4,19688
2016,26165,30,55.4,1.4,13688
2017,14950,150,42.2,2,22988
2016,44316,30,64.2,2,16490
2017,35329,150,47.9,2,18488
2017,34201,145,52.3,3,26500
2015,21429,20,68.9,2,12450
2016,35694,20,60.1,1,12990
2015,40858,160,50.4,2,16998
2016,19285,125,53.3,1.4,13998
2015,35903,145,56.5,2,17498
2015,40256,160,50.4,2,17498
2019,7307,145,51.4,1.6,19995
2019,2402,145,47.9,1.6,22995
2019,4384,145,38.2,1.5,29995
2019,1442,145,40.9,1.5,28495
2019,4173,145,40.9,2,30995
2019,3243,145,34.5,2,33995
2019,3381,145,40.9,1.5,28495
2019,7378,145,52.3,1.6,23495
2019,4634,145,40.9,2,24495
2019,7126,145,32.1,2,34995
2020,556,145,47.9,1,20990
2017,9547,145,54.3,1.4,19850
2020,1904,145,31.4,2,33444
2020,525,145,40.9,1.5,30888
2020,2165,135,141.3,1.4,31990
2020,1500,145,47.9,1,20888
2019,1565,145,47.9,1,21490
2017,59512,145,74.3,2,13450
2019,6350,145,54.3,2,21488
2019,4538,145,51.4,1.6,21288
2019,6238,145,51.4,1.6,21288
2019,6018,145,40.9,2,22888
2019,4201,145,33.2,2,28888
2019,5150,145,52.3,1.6,21888
2016,40468,30,55.4,1.4,10988
2020,1986,145,38.2,2,38888
2020,4265,145,43.5,1.5,24444
2020,1765,145,31,2,39888
2020,820,145,32.5,2,33000
2020,4846,145,31.4,2,33444
2020,475,145,31.4,2,33444
2020,425,145,31.4,2,33444
2019,2271,145,34,2,37000
2019,4917,145,40.9,1.5,25444
2019,6070,145,40.9,1.5,26995
2019,7945,145,47.9,1.6,23995
2017,20637,30,67.3,2,18298
2015,38041,30,64.2,2,12490
2016,28555,125,58.9,2,16390
2019,3897,145,39.2,1.5,24888
2019,5793,145,52.3,1.6,21450
2017,30821,200,42.8,2,18990
2016,52034,145,52.3,2,15888
2018,9135,145,56.5,1.5,20688
2017,21728,145,47.9,3,35888
2019,2145,145,46.3,2,28495
2017,6479,145,50.4,3,38995
2019,1054,145,34.5,2,34995
2019,4598,145,38.2,2,30995
2019,1041,145,45.6,1.5,23495
2017,21595,145,58.9,1.4,15995
2018,9005,145,50.4,1.4,19995
2019,9029,145,31.4,2,40995
2017,25915,145,65.7,1.6,18950
2017,15454,145,49.6,1.4,20088
2016,25691,200,47.9,3,26000
2016,29920,300,34.9,2.5,29888
2019,5676,145,47.1,1,20500
2019,3263,145,38.2,2,36888
2016,24406,125,48.7,2,17988
2019,44,145,32.1,2,34998
2015,41109,200,45.6,3,21698
2019,13433,145,31.7,2,30543
2019,5130,145,38.7,2,26588
2019,2362,145,42.8,2,26846
2015,42565,200,47.9,3,19998
2017,19637,145,53.3,1.4,14698
2016,20674,160,46.3,2,17498
2015,22540,30,64.2,2,18498
2015,14146,125,60.1,2,16498
2016,21160,30,55.4,1.4,13498
2019,7779,150,47.9,1.6,20498
2015,19603,0,80.7,1.6,9995
2015,27275,30,55.4,1.4,12995
2019,8274,145,45.6,1,19888
2016,36399,125,60.1,3,22750
2016,46401,235,42.8,3,26990
2018,11088,145,50.4,1.4,20890
2017,32276,145,61.4,2,19990
2017,25576,145,54.3,2,20488
2018,13069,145,54.3,1.5,20488
2015,57123,20,67.3,2,15498
2016,47205,20,60.1,1,11498
2015,20995,30,64.2,2,14900
2016,24102,30,60.1,1.4,16400
2016,37251,145,51.4,1.4,13498
2016,11578,0,67.3,1,11698
2017,15114,145,62.8,2,22998
2017,20083,145,68.9,2,17998
2013,60076,20,68.9,2,10398
2016,42783,30,64.2,2,15498
2016,30334,30,55.4,1.4,12798
2016,22541,145,52.3,2,17998
2016,18263,30,62.8,2,16998
2016,37488,30,64.2,2,16498
2014,43209,300,38.2,3,20498
2016,45619,20,67.3,2,15395
2017,12313,30,64.2,2,20995
2016,50961,205,47.1,2,19498
2016,24001,30,55.4,1.4,11698
2017,24519,150,70.6,1.6,15998
2017,33856,145,56.5,2,19940
2016,29333,145,51.4,1.4,13498
2013,47565,125,53.3,1.4,9998
2019,4770,145,38.2,2,35995
2019,1000,145,47.1,2,36497
2019,1000,145,47.9,2,30864
2015,53124,145,55.4,2,14498
2019,5662,145,47.9,1.6,20498
2015,33845,145,47.9,1.4,16498
2015,39876,200,42.8,2,15498
2015,49565,30,55.4,1.4,9998
2016,13501,0,67.3,1,11798
2019,5654,145,39.2,2,22288
2017,22350,145,54.3,2,25000
2019,3065,145,39.8,2,28990
2016,30498,0,74.3,2,14998
2019,100,145,33.2,2,31998
2019,1000,145,47.9,2,30861
2019,15,145,40.9,1.5,26508
2019,1000,145,44.1,1,26011
2019,1000,145,43.5,1.5,28062
2019,1000,145,50.4,2,32098
2018,7919,145,50.4,3,39700
2018,8539,145,64.2,1.6,18495
2018,6940,145,54.3,1.5,20888
2019,1342,145,39.2,2,22490
2016,15734,0,67.3,1,12950
2019,6536,145,39.8,3,41888
2020,2396,145,32.5,3,58990
2019,2021,145,47.9,2,31288
2020,2553,145,30.7,2,37888
2016,32971,145,51.4,2,17498
2017,11133,145,52.3,1.4,18498
2016,33182,30,61.4,2,17998
2016,38231,30,64.2,2,16498
2017,21540,145,51.4,1.4,18498
2015,14919,160,49.6,2,19498
2019,9525,145,40.9,1.5,22698
2017,31317,125,57.6,2,17998
2019,1000,145,49.6,1.6,22495
2019,2529,150,47.9,2,33245
2016,38405,0,74.3,2,13998
2015,57916,30,61.4,2,16998
2015,50730,30,58.9,1.4,11798
2017,14488,150,60.1,1.4,14995
2019,3049,150,43.5,1.5,22995
2019,7461,150,37.7,3,45995
2017,37492,150,34,3,33495
2018,36715,150,35.3,3,19495
2017,14999,150,47.1,1.8,18000
2018,10247,145,56.5,1.4,15990
2016,9360,160,46.3,1.8,17000
2016,22543,30,61.4,2,15496
2019,1886,145,40.9,1.5,23888
2016,13986,30,61.4,2,20698
2015,43458,145,52.3,2,15998
2014,87151,30,62.8,2,8698
2016,21468,20,60.1,1,13698
2016,29298,20,60.1,1,12498
2017,15180,20,72.4,1.6,13698
2016,23933,20,65.7,2,16998
2019,4432,145,31.4,2,32500
2017,15097,150,53.3,1.4,14495
2016,44575,30,55.4,1.4,10995
2019,8391,150,33.6,3,40495
2016,33397,0,67.3,1,11495
2016,46860,20,68.9,1.6,13250
2019,12472,150,42.2,1.5,22991
2016,35665,30,61.4,2,18291
2017,36009,150,58.9,1.4,12991
2019,2891,145,43.5,1,23496
2019,3486,145,45.6,1,21756
2019,7098,145,39.8,3,32996
2020,4455,150,39.2,1.5,33591
2020,4455,150,44.8,2,27591
2017,9009,30,56.5,1.4,18991
2017,28618,30,67.3,2,18998
2016,51089,125,58.9,2,15698
2019,4444,145,43.5,1.5,24990
2019,4432,145,47.9,2,32000
2019,5432,145,47.9,1,19751
2019,5432,145,47.1,2,27444
2019,5432,145,36.2,2,35888
2019,2578,145,51.4,1.6,21996
2019,5432,145,47.9,1,19990
2019,5154,145,37.2,2,30766
2019,8654,145,40.9,1.5,23896
2017,22877,145,47.9,2,20996
2020,4433,150,32.5,2,34251
2020,4432,150,40.4,1.5,31990
2020,5432,150,44.8,1.5,25888
2016,37925,0,67.3,1,11295
2016,20645,30,56.5,1.4,12495
2017,32821,235,42.2,3,32995
2017,31777,30,65.7,2,21595
2019,1282,145,47.9,2,27795
2019,4985,145,50.4,2,29995
2018,20555,145,47.9,1.4,19991
2017,24001,145,76.3,1.6,19991
2020,4432,150,43.5,1.5,25990
2019,5505,150,40.4,3,43990
2020,5432,150,44.8,1.5,25491
2020,2301,150,40.9,2,29000
2019,5249,145,49.6,1.6,19751
2019,2493,145,47.9,2,23756
2019,4691,145,47.9,1.6,22444
2019,5432,145,44.1,1.5,24990
2019,4077,145,42.2,1.5,26444
2019,3786,145,43.5,1.5,23751
2019,4444,145,42.2,1.5,25888
2019,4432,145,30.7,2,37888
2019,4444,145,30.7,2,35896
2019,12335,145,40.4,3,39996
2017,18008,150,42.2,2,22491
2019,5432,150,34,2,38444
2018,12332,150,33.6,3,49991
2016,78269,0,74.3,2,12498
2016,54770,145,56.5,2,17698
2017,36396,145,65.7,2,20498
2017,16202,150,52.3,1.4,17991
2019,17003,150,32.8,3,45251
2019,5432,150,36.7,2,34444
2019,5432,145,44.8,1,23444
2019,1496,145,42.8,2,26990
2015,23768,125,57.6,2,16396
2019,4444,145,44.1,1.5,23888
2019,8787,145,32.8,3,56996
2019,5432,145,45.6,2,32444
2019,4432,145,31.4,2,32888
2019,4321,145,44.1,1.5,23888
2016,33072,160,50.4,2,18946
2017,27339,125,51.4,1.4,16856
2018,18876,145,55.4,1.4,12996
2016,25214,0,74.3,2,15256
2019,3402,145,40.9,1.5,24496
2017,23008,145,56.5,2,18696
2016,34051,200,44.8,3,21498
2015,51336,160,50.4,2,15998
2013,48282,260,41.5,3,21998
2015,44000,145,54.3,3,18998
2018,8602,145,50.4,2,28498
2015,74644,20,61.4,2,12498
2016,49936,145,56.5,2,17998
2016,30895,125,52.3,1.4,14498
2016,63000,125,56.5,3,15498
2020,4432,150,34.5,2,34991
2019,5432,145,54.3,1.6,17756
2019,4538,145,47.1,1,19991
2019,4567,145,44.8,1.5,18696
2019,3434,145,51.4,2,23256
2019,2197,145,47.9,2,26888
2019,985,145,49.6,1.6,20251
2019,6458,145,47.1,2,27444
2019,6565,135,117.7,2,44990
2019,5432,145,47.9,1,22444
2019,5432,145,47.9,1,21251
2020,3522,145,30.7,4,84496
2020,4432,145,43.5,1.5,24444
2020,4433,145,34.5,3,53990
2020,4432,145,39.2,1.5,32881
2020,5432,145,44.8,1.5,25491
2020,4433,145,34.9,2,35991
2019,2055,150,35.8,3,49496
2016,24950,30,58.9,1.4,16491
2015,28456,30,55.4,1.4,12698
2014,25242,200,47.1,2,15998
2017,74796,20,72.4,2,12998
2016,29398,145,51.4,1.4,13698
2017,53283,30,56.5,1.4,16998
2015,71030,30,64.2,2,15998
2016,41727,160,53.3,2,18998
2014,26728,160,50.4,2,15698
2019,3358,145,47.1,1,19991
2020,4432,145,31.4,2,32444
2019,4567,145,38.2,2,35496
2019,4567,145,38.2,2,31496
2017,21976,145,44.1,2,24896
2017,21201,145,49.6,1.4,19596
2019,2590,145,31.4,2,33888
2019,4321,145,43.5,1.5,23756
2019,4444,145,38.7,2,32500
2019,5432,145,50.4,2,25999
2019,4432,145,31.4,2,32500
2019,4433,145,32.1,2,38000
2019,3988,145,39.2,3,46888
2019,3411,145,47.9,2,29896
2020,4432,145,43.5,1.5,24444
2020,4343,145,32.1,2,37888
2020,1445,145,31.4,2,32444
2016,33423,200,47.9,2,20256
2016,15121,30,56.5,1.4,12996
2016,25783,30,57.6,1.4,10996
2017,20355,145,49.6,1.4,19656
2020,5432,145,51.4,2,28991
2020,4444,145,39.2,1.5,33491
2020,4432,145,39.2,1.5,32881
2020,4432,145,31.4,2,33881
2020,4454,145,38.2,2,30990
2017,35554,145,68.9,1.6,16496
2019,6190,145,47.1,1,19991
2015,39652,0,74.3,2,13351
2017,13253,150,55.4,1.4,14491
2016,25556,20,60.1,1.4,14991
2019,1676,150,40.9,1.5,29991
2017,18909,150,51.4,1.4,17991
2020,4433,150,35.3,2,36991
2020,4432,150,39.2,1.5,33491
2016,36329,30,58.9,1.4,11896
2017,24435,145,55.4,1.4,12990
2019,2243,145,40.9,1.5,22896
2019,4445,145,46.3,1,18990
2020,4432,145,31.4,2,32444
2019,6878,145,32.8,3,63796
2019,4512,145,39.2,1.5,24756
2013,57387,235,37.7,2,15896
2017,42779,145,62.8,1,12500
2017,40583,145,51.4,1.4,14650
2015,48175,125,57.6,3,17996
2019,5988,145,49.6,1.6,18896
2019,1500,145,31.4,2,31996
2017,26455,30,67.3,2,17591
2015,24621,145,54.3,2,18781
2019,15147,145,42.2,1.5,20991
2019,10897,145,47.9,2,34256
2019,4444,145,40.9,1.5,30491
2019,4761,145,29.1,2.9,56991
2019,4321,145,47.9,1,20444
2019,3863,145,47.9,1,20444
2019,6778,145,42.8,2,27990
2019,6155,145,47.1,1,19991
2019,6665,145,47.1,1,19991
2016,14514,30,60.1,1.4,17996
2017,38150,200,42.2,2,19956
2020,5432,145,44.1,1.5,27881
2020,5432,145,44.8,1.5,22990
2017,47112,145,64.2,2,18296
2019,1968,145,33.2,3,52496
2019,3632,145,47.9,1,19751
2016,25540,30,55.4,2,15556
2016,44071,300,39.2,4,42996
2019,14713,145,39.8,2,25419
2016,16666,0,74.3,2,15596
2019,12914,145,42.2,1.5,20996
2017,11119,145,37.7,3,29996
2019,6327,145,47.1,1,19996
2018,15524,145,37.2,4,59996
2019,8442,145,38.2,2,34596
2019,5446,145,38.2,2,34596
2016,36816,160,48.7,3,29498
2019,2025,145,33.2,2,32998
2019,3540,145,39.2,2,29996
2019,4430,145,38.2,2,34496
2019,2152,145,52.3,1.6,21496
2019,3556,145,50.4,1,19222
2015,18970,0,67.3,1,11256
2019,21275,145,39.2,2,19496
2019,6971,145,44.1,1,20996
2019,5904,145,50.4,3,39496
2016,23478,200,47.9,3,32996
2017,19408,145,58.9,3,23896
2017,8966,145,32.5,2.9,43996
2018,10961,145,48.7,3,36496
2016,33747,200,47.9,3,30996
2019,11001,145,47.1,2,24946
2020,5566,145,48.7,1,18496
2016,7102,125,51.4,1.4,17998
2016,64668,165,48.7,3,21998
2019,11058,145,51.4,1,16996
2019,6260,145,38.2,2,34496
2019,6274,145,49.6,1.6,18551
2017,17856,145,49.6,1.4,19496
2017,12222,125,57.6,2,18896
2017,15020,0,67.3,1,12756
2016,30692,30,60.1,1.4,16498
2015,28094,260,36.7,3,20998
2015,51405,20,67.3,2,13498
2015,76861,145,52.3,2,13998
2017,57464,0,74.3,2,13298
2019,6836,145,38.2,2,34991
2017,25954,145,62.8,2,22698
2017,11757,145,53.3,2,21998
2016,47322,30,61.4,2,15498
2016,50661,300,34.9,2.5,24998
2017,13403,150,56.5,2,18998
2015,49393,30,62.8,2,12298
2016,19268,30,60.1,2,17498
2016,45876,30,60.1,2,15998
2014,51451,125,52.3,1.4,8298
2016,15434,30,70.6,1.4,14998
2016,67643,30,61.4,2,12998
2014,69410,125,57.6,2,13498
2019,18075,145,40.9,2,18698
2016,27848,200,47.1,2,22498
2014,55368,125,57.6,2,11498
2017,53000,145,53.3,2,17000
2016,49429,20,70.6,2,16498
2019,6378,145,47.1,1,18998
2014,33071,145,47.9,1.4,12998
2016,42852,125,58.9,2,14998
2014,73874,200,47.9,2,14498
2015,54847,30,64.2,2,13998
2019,31,145,33.2,2,30998
2014,24175,20,60.1,1.4,11995
2015,24539,160,51.4,2,17398
2019,270,145,40.4,2,26498
2015,48853,145,56.5,2,15998
2014,75125,235,44.8,3,16298
2014,48330,125,52.3,1.4,8998
2017,17616,145,65.7,2,22398
2013,40252,160,50.4,2,11798
2017,26791,145,67.3,1,11295
2017,20399,145,51.4,1.4,18698
2016,30374,145,56.5,2,20698
2018,22721,145,56.5,1.5,19998
2018,14203,145,52.3,1.4,18498
2017,24020,145,70.6,2,22498
2019,9758,150,44.8,1,19998
2017,15893,145,51.4,1.4,14498
2019,76,145,47.1,2,35998
2017,8546,145,29.4,4,54998
2016,58952,0,76.3,1.6,9619
2017,31412,125,49.6,2,16991
2016,21686,30,55.4,1.4,12991
2017,20359,30,60.1,1.4,17498
2015,20897,160,49.6,2,17998
2016,18487,20,72.4,1.6,17998
2016,14987,30,58.9,2,22798
2016,9481,125,51.4,1.4,17998
2016,72981,0,74.3,2,11698
2016,32923,20,72.4,1.6,12998
2017,29109,160,43.5,2,17998
2016,14115,30,58.9,1.4,16698
2017,12806,145,64.2,2,20498
2015,21691,145,49.6,1.4,15798
2015,28136,145,56.5,2,14998
2017,23905,145,51.4,1.4,18698
2018,16800,150,52.3,1.4,18491
2014,48500,30,60.1,2,12551
2016,23264,20,67.3,2,17295
2017,19078,30,61.4,2,17530
2015,43131,20,72.4,1.6,9270
2016,31913,0,67.3,1,10510
2016,42553,145,47.1,1.8,14053
2015,34175,200,47.9,2,18498
2015,24861,125,60.1,2,15698
2016,21480,125,58.9,2,16498
2019,50,145,32.1,2,34698
2017,31354,145,38.2,3,25498
2014,47000,0,74.3,1.6,7956
2013,59811,150,56.5,2,12998
2017,37882,0,74.3,1.6,12498
2015,56960,260,41.5,3,22798
2018,10581,145,52.3,1.4,18351
2017,18737,145,51.4,1.4,18298
2017,26369,145,68.9,2,17298
2016,54000,145,54.3,2,15995
2016,41100,125,58.9,2,15995
2015,32874,30,62.8,2,14998
2016,97729,30,61.4,2,13498
2016,22697,30,62.8,2,16298
2013,78268,30,61.4,2,8498
2017,30813,0,67.3,1,10998
2015,33507,20,72.4,1.6,13498
2019,8766,145,39.8,3,28991
2016,35000,30,61.4,2,18998
2017,21967,145,56.5,2,18998
2016,20638,125,49.6,2,16998
2016,19512,0,67.3,1,12798
2016,26480,30,61.4,2,19998
2016,68248,20,72.4,2,12998
2019,4842,145,46.3,1.6,22998
2016,40050,20,68.9,1.6,13995
2014,82500,145,54.3,3,12995
2017,53000,0,74.3,2,14295
2013,80242,30,60.1,2,10070
2015,29554,0,80.7,1.6,9798
2019,3601,145,41.5,2,18998
2016,28753,20,68.9,2,16998
2015,9545,200,42.8,1.8,18298
2015,22319,0,67.3,1,10250
2015,41633,200,47.9,3,28127
2017,19530,145,52.3,1.4,17060
2019,333,145,47.1,1,20888
2017,15665,150,72.4,1.6,15495
2019,3657,150,47.1,1,18990
2017,35000,30,62.8,2,13940
2019,1996,145,39.2,2,29698
2015,29850,30,61.4,2,14498
2016,49458,30,61.4,2,14498
2018,19288,145,61.4,2,23950
2018,19300,145,61.4,2,23995
2016,41100,0,74.3,2,14995
2017,21178,150,47.9,1.4,17954
2019,5423,145,55.4,2,21995
2017,23496,150,70.6,1.6,15995
2019,1786,150,42.8,2,27444
2020,1500,145,44.8,1.5,25444
2019,2000,145,34,2,38444
2019,8000,145,40.4,3,39990
2016,10855,160,49.6,2,19498
2016,32012,150,56.5,2,17498
2013,45618,30,62.8,2,9698
2016,39882,145,52.3,2,16998
2018,6541,145,65.7,2,25850
2019,2970,145,47.1,1,20350
2015,39549,30,64.2,2,15998
2016,43565,125,58.9,2,18998
2016,31300,30,61.4,2,18498
2015,40321,20,68.9,2,13298
2015,21725,145,47.9,2,15998
2016,37978,165,52.3,2,17498
2019,4636,145,50.4,1,18495
2019,6137,145,40.4,2,26995
2019,6001,145,47.9,2,31500
2019,2054,145,42.8,2,27888
2016,14946,30,57.6,1.4,11990
2019,4000,145,34.5,3,50950
2017,31286,125,60.1,3,23850
2018,15072,145,52.3,1.4,18450
2019,3826,145,47.1,1,19990
2018,3954,145,56.5,1.5,20999
2016,25204,145,51.4,2,19495
2017,31952,145,57.7,2,19995
2019,6249,145,38.7,2,29444
2019,6262,145,47.1,1,19990
2017,18365,145,39.8,2,22750
2017,21248,145,68.9,1.6,18850
2018,8300,145,70.6,1.4,16990
2019,4519,145,49.6,1.6,19888
2016,27730,30,62.8,2,15990
2020,4235,145,36.2,2,33888
2020,500,145,42.2,1.5,23888
2019,4878,145,47.1,1,19190
2015,43811,125,58.9,2,12990
2019,14481,145,31.7,2,28490
2019,15961,145,41.5,1.5,21490
2016,23194,30,54.3,1.4,16490
2016,27386,125,61.4,3,19990
2017,17889,145,34,2.5,36990
2017,27209,145,39.8,2,19250
2016,31022,200,47.9,3,32498
2014,40700,30,64.2,2,14798
2015,43440,0,80.7,1.6,9298
2016,30001,30,56.5,1.4,12298
2015,19523,205,40.4,2,15995
2016,74381,145,52.3,2,14998
2015,68137,30,65.7,2,12498
2016,50903,125,58.9,2,14998
2016,39312,30,67.3,2,16131
2017,68468,20,65.7,2,13298
2015,49039,165,50.4,3,18998
2016,39537,30,64.2,2,16435
2017,32516,145,51.4,2,19465
2017,31587,150,60.1,2,20435
2016,22328,30,55.4,1.4,11191
2016,33015,145,47.9,1.4,15540
2015,73567,0,83.1,1.6,9391
2016,81517,30,61.4,2,14598
2016,77061,30,67.3,2,13498
2015,21396,0,67.3,1,10498
2015,35177,125,58.9,2,15698
2015,36910,0,67.3,1,10198
2016,77976,0,74.3,2,11998
2016,85793,30,67.3,2,13298
2016,32379,0,74.3,2,14998
2015,55036,125,58.9,2,13995
2015,45000,20,72.4,1.6,11385
2015,66500,125,58.9,2,13890
2017,72816,0,74.3,2,12898
2015,91593,20,67.3,2,13198
2015,60362,30,62.8,2,13898
2018,13218,145,40.4,2,29898
2016,22688,145,47.1,1.8,16489
2017,37624,145,34,3,36989
2015,39502,30,58.9,1.4,11295
2016,30319,145,51.4,2,18698
2018,17047,145,53.3,1.4,15498
2015,26308,145,56.5,2,15798
2019,85,145,40.4,2,25498
2016,51559,20,70.6,2,14798
2015,23081,0,67.3,1,11998
2016,7355,260,35.8,3,24698
2015,43793,125,61.4,2,14298
2017,35786,145,64.2,2,18998
2014,46573,240,37.7,2,17995
2016,37188,20,72.4,2,15485
2017,70500,20,72.4,2,14485
2013,46206,145,55.4,3,13695
2016,64842,160,49.6,2,15480
2017,26856,145,55.4,2,19465
2017,44573,145,67.3,2,12980
2017,13490,145,54.3,1.5,18998
2015,55259,125,60.1,2,14498
2017,13506,145,47.1,1.8,17498
2014,52037,125,57.6,2,13498
2013,59773,30,60.1,2,11998
2015,40170,30,57.6,1.4,9898
2017,27792,145,65.7,2,22498
2016,57365,30,64.2,2,14698
2016,39824,20,70.6,2,14898
2016,74392,145,47.9,1.4,14498
2017,41225,145,61.4,2,18885
2017,10253,145,52.3,1.4,19990
2016,54928,125,56.5,3,18440
2016,67181,200,47.9,3,27950
2015,5322,30,58.9,1.4,14298
2016,31226,30,57.6,1.4,15498
2016,30738,145,47.9,1.4,17498
2015,42180,200,47.9,2,18798
2015,20274,200,47.9,2,20498
2015,41015,0,67.3,1,10498
2014,50573,20,60.1,1.4,10998
2016,15982,30,60.1,2,17898
2017,21789,145,61.4,2,21998
2016,44069,30,62.8,2,14998
2019,6612,145,49.6,1.6,19998
2018,22710,145,68.9,1.6,15840
2018,5894,145,56.5,2,26995
2016,58767,200,47.1,2,19440
2015,66000,235,42.8,3,22995
2017,24190,145,55.4,2,19465
2018,35800,145,39.2,4,48985
2017,40000,145,74.3,1.6,12950
2017,28000,20,67.3,2,20650
2018,21000,145,56.5,2,28450
2016,31000,30,60.1,2,16450
2017,62140,145,64.2,2,15498
2019,156,150,46.3,2,26998
2019,8396,150,50.4,1,17690
2014,23340,260,36.7,2,17998
2017,19331,125,57.7,2,17998
2019,10,145,32.1,2,35498
2015,32914,145,52.3,2,16698
2016,41910,145,52.3,2,16998
2017,27430,145,56.5,1.4,18498
2016,62000,30,61.4,2,17498
2016,29049,200,47.9,2,19498
2018,14974,145,68.9,1.6,18698
2017,30795,145,51.4,1.4,14798
2016,41049,20,65.7,2,14998
2016,29709,20,60.1,1.4,14298
2019,21,145,32.1,2,35498
2019,28,145,33.2,2,31498
2015,43734,145,52.3,2,15998
2016,42167,235,42.2,3,29998
2016,19048,20,60.1,1,13998
2016,65483,150,56.5,2,16998
2019,21343,150,50.4,2,26888
2018,20356,150,51.4,1.4,19222
2016,17067,145,49.6,1.4,18450
2017,26022,20,70.6,1.6,13390
2017,17666,20,60.1,1.4,14998
2017,13344,145,56.5,1.5,20998
2017,32997,145,67.3,2,18998
2016,23718,30,56.5,1.4,12298
2014,57525,235,44.8,3,17998
2013,43309,200,47.1,2,15998
2018,23669,145,52.3,1.4,17698
2016,31649,30,60.1,2,15998
2016,15056,125,53.3,1.4,13290
2019,4667,145,49.6,1.6,20444
2017,12000,145,70.6,2,17444
2018,11489,145,52.3,1.4,20490
2019,7801,145,46.3,1.6,25444
2019,4467,150,46.3,1.5,21644
2014,43605,300,34.9,3,16990
2013,69884,145,54.3,2,10190
2017,27428,145,56.5,2,19491
2016,42391,0,76.3,1.6,9578
2016,32002,30,61.4,2,16998
2017,24654,30,64.2,1.6,16298
2016,31952,0,83.1,1.6,11998
2015,38431,30,61.4,2,17498
2016,34189,200,47.9,2,19998
2017,57161,20,70.6,2,14298
2017,46147,145,70.6,2,15498
2016,48889,0,76.3,1.6,9498
2014,80050,125,57.6,2,10917
2016,22225,30,56.5,1.4,13170
2016,28083,300,34.9,2.5,28991
2018,19000,145,45.6,1.4,23650
2019,6837,145,47.9,1.6,19888
2016,24020,145,47.9,1.4,17790
2017,32066,145,30.1,4,35850
2016,25647,30,62.8,2,15990
2019,10342,145,33.2,3,44990
2015,27632,125,50.4,1.4,13990
2016,35421,30,64.2,2,16990
2016,38578,145,49.6,1.4,16290
2019,4462,150,49.6,1.6,22444
2019,5304,145,40.9,2,21790
2019,3505,145,47.1,1,21490
2017,30262,145,39.2,4,49490
2017,10044,145,52.3,1.4,18490
2019,4000,145,33.2,3,56490
2019,3047,145,49.6,1.6,19790
2017,23166,145,47.9,1.4,20040
2017,17450,145,67.3,2,18230
2017,30949,30,61.4,2,17990
2017,34003,0,67.3,1,11495
2016,30578,0,74.3,2,14995
2015,28129,125,60.1,2,16498
2017,51875,20,70.6,2,15498
2016,33279,30,60.1,1.4,16298
2015,31695,160,51.4,2,18298
2017,12300,145,52.3,1.4,17990
